player_id,player_name,team_id,sport_type,position,jersey_number,birth_date,height_cm,weight_kg,nationality,join_date,status
P0310,球员310,T017,排球,二传,81,1998-03-06,189,64,中国,2021-07-01,现役
P0311,球员311,T017,排球,自由人,55,2004-07-01,172,78,中国,2018-04-01,现役
P0312,球员312,T017,排球,自由人,24,1987-06-11,196,56,中国,2018-08-01,现役
P0313,球员313,T017,排球,自由人,82,1993-06-20,202,81,中国,2021-10-01,伤病
P0314,球员314,T018,排球,二传,80,1988-03-27,182,72,中国,2019-10-01,停赛
P0315,球员315,T018,排球,接应,16,1987-04-10,203,58,中国,2016-03-01,现役
P0316,球员316,T018,排球,二传,77,1989-03-19,192,74,中国,2021-07-01,现役
P0317,球员317,T018,排球,副攻,72,2000-03-16,200,84,中国,2019-03-01,现役
P0318,球员318,T018,排球,主攻,46,1995-01-16,188,89,中国,2017-04-01,伤病
P0319,球员319,T018,排球,二传,88,2002-08-14,192,81,中国,2022-08-01,现役
P0320,球员320,T018,排球,副攻,38,1987-01-09,196,51,中国,2018-09-01,现役
P0321,球员321,T018,排球,自由人,96,1990-08-18,209,79,中国,2023-02-01,停赛
P0322,球员322,T018,排球,接应,70,1988-01-25,177,84,中国,2022-09-01,现役
P0323,球员323,T018,排球,接应,5,1998-08-09,166,65,中国,2020-02-01,伤病
P0324,球员324,T018,排球,副攻,95,1988-10-23,209,65,中国,2020-12-01,停赛
P0325,球员325,T018,排球,自由人,18,2005-04-27,187,60,中国,2018-01-01,停赛
P0326,球员326,T018,排球,自由人,69,1996-03-11,194,67,中国,2019-05-01,停赛
P0327,球员327,T018,排球,副攻,97,1993-07-02,192,56,中国,2019-11-01,现役
P0328,球员328,T018,排球,接应,32,1989-11-13,175,59,中国,2022-03-01,停赛
P0329,球员329,T018,排球,二传,49,2005-08-03,177,90,中国,2016-07-01,停赛
P0330,球员330,T019,排球,二传,63,1993-06-19,204,73,中国,2015-12-01,现役
P0331,球员331,T019,排球,主攻,69,1999-07-07,200,72,中国,2021-04-01,伤病
P0332,球员332,T019,排球,接应,71,1993-10-05,180,68,中国,2022-06-01,现役
P0333,球员333,T019,排球,二传,3,1986-02-28,166,90,中国,2017-08-01,伤病
P0334,球员334,T019,排球,副攻,84,1985-05-06,187,62,中国,2019-02-01,现役
P0335,球员335,T019,排球,副攻,7,1993-07-21,165,73,中国,2019-12-01,现役
P0336,球员336,T019,排球,主攻,1,1998-04-16,201,55,中国,2016-03-01,停赛
P0337,球员337,T019,排球,主攻,2,1992-12-11,193,78,中国,2016-07-01,现役
P0338,球员338,T019,排球,二传,12,2000-12-26,164,64,中国,2016-02-01,现役
P0339,球员339,T019,排球,二传,97,1996-03-21,179,58,中国,2017-02-01,停赛
P0340,球员340,T019,排球,副攻,57,2003-06-24,160,89,中国,2018-11-01,现役
P0341,球员341,T019,排球,副攻,12,1998-02-05,199,78,中国,2016-10-01,伤病
P0342,球员342,T019,排球,副攻,32,1996-05-21,187,70,中国,2016-04-01,停赛
P0343,球员343,T019,排球,接应,89,2004-01-28,198,88,中国,2019-04-01,停赛
P0344,球员344,T019,排球,二传,38,2004-11-02,192,62,中国,2018-08-01,伤病
P0345,球员345,T019,排球,自由人,10,1988-09-01,175,81,中国,2020-06-01,现役
P0346,球员346,T019,排球,接应,70,1997-11-06,196,76,中国,2022-02-01,现役
P0347,球员347,T020,排球,副攻,6,1987-01-26,160,66,中国,2021-09-01,现役
P0348,球员348,T020,排球,二传,55,2005-12-13,205,82,中国,2016-11-01,停赛
P0349,球员349,T020,排球,接应,11,2002-05-03,199,59,中国,2023-04-01,现役
P0350,球员350,T020,排球,自由人,82,2002-11-22,180,75,中国,2016-05-01,伤病
P0351,球员351,T020,排球,主攻,56,1992-02-15,163,65,中国,2015-05-01,现役
P0352,球员352,T020,排球,主攻,21,1988-08-12,160,58,中国,2023-09-01,现役
P0353,球员353,T020,排球,接应,94,1990-02-25,183,58,中国,2015-06-01,伤病
P0354,球员354,T020,排球,接应,92,1993-10-21,193,54,中国,2016-08-01,伤病
P0355,球员355,T020,排球,二传,73,2001-03-12,183,53,中国,2017-05-01,现役
P0356,球员356,T020,排球,副攻,95,2003-09-01,203,57,中国,2015-01-01,现役
P0357,球员357,T020,排球,二传,20,1986-03-28,190,73,中国,2015-09-01,伤病
P0358,球员358,T020,排球,二传,93,1992-06-09,180,65,中国,2016-10-01,现役
P0359,球员359,T020,排球,副攻,29,1988-09-02,192,53,中国,2021-02-01,伤病
P0360,球员360,T020,排球,接应,12,1994-09-15,209,69,中国,2015-06-01,现役
P0361,球员361,T020,排球,自由人,32,1994-08-12,196,69,中国,2022-04-01,停赛
P0362,球员362,T020,排球,二传,4,1992-04-18,169,50,中国,2020-11-01,现役
P0363,球员363,T021,排球,接应,14,1985-04-17,208,74,中国,2018-07-01,伤病
P0364,球员364,T021,排球,主攻,6,1986-04-28,169,67,中国,2023-07-01,现役
P0365,球员365,T021,排球,自由人,13,1999-09-05,207,55,中国,2021-02-01,停赛
P0366,球员366,T021,排球,副攻,31,2003-05-09,163,77,中国,2020-07-01,现役
P0367,球员367,T021,排球,副攻,10,1995-04-05,188,67,中国,2016-03-01,现役
P0368,球员368,T021,排球,接应,53,1990-02-18,188,79,中国,2020-04-01,伤病
P0369,球员369,T021,排球,主攻,12,1994-03-26,189,66,中国,2019-12-01,停赛
P0370,球员370,T021,排球,副攻,12,1986-12-08,173,70,中国,2020-07-01,停赛
P0371,球员371,T021,排球,接应,23,1986-01-13,203,69,中国,2022-09-01,停赛
P0372,球员372,T021,排球,主攻,18,1992-02-01,166,79,中国,2015-04-01,现役
P0373,球员373,T021,排球,主攻,75,1991-10-09,185,73,中国,2016-01-01,现役
P0374,球员374,T021,排球,副攻,12,1991-06-04,201,78,中国,2015-08-01,现役
P0375,球员375,T021,排球,二传,64,1990-01-13,196,77,中国,2021-03-01,现役
P0376,球员376,T021,排球,接应,58,1991-03-02,171,67,中国,2018-11-01,现役
P0377,球员377,T022,排球,主攻,12,1998-05-13,195,80,中国,2017-07-01,现役
P0378,球员378,T022,排球,自由人,3,2005-07-26,193,65,中国,2020-08-01,停赛
P0379,球员379,T022,排球,自由人,42,2000-07-09,182,86,中国,2017-01-01,现役
P0380,球员380,T022,排球,接应,8,2004-08-17,174,51,中国,2020-10-01,现役
P0381,球员381,T022,排球,副攻,35,1990-09-27,166,65,中国,2015-04-01,停赛
P0382,球员382,T022,排球,副攻,31,1997-10-11,182,61,中国,2020-10-01,现役
P0383,球员383,T022,排球,副攻,73,1996-04-27,196,86,中国,2022-09-01,现役
P0384,球员384,T022,排球,主攻,8,1990-04-20,191,52,中国,2018-01-01,停赛
P0385,球员385,T022,排球,自由人,26,2000-03-11,160,71,中国,2017-06-01,现役
P0386,球员386,T022,排球,副攻,15,1985-09-28,169,87,中国,2020-02-01,现役
P0387,球员387,T022,排球,接应,39,1997-06-05,197,56,中国,2017-12-01,伤病
P0388,球员388,T022,排球,副攻,91,2005-09-23,191,70,中国,2020-04-01,停赛
P0389,球员389,T022,排球,接应,17,1990-03-24,184,69,中国,2015-12-01,停赛
P0390,球员390,T022,排球,主攻,24,1997-10-11,209,86,中国,2018-11-01,停赛
P0391,球员391,T022,排球,接应,96,1988-02-08,191,59,中国,2020-06-01,现役
P0392,球员392,T023,排球,接应,58,1987-01-09,205,90,中国,2018-04-01,现役
P0393,球员393,T023,排球,主攻,7,1996-07-15,176,56,中国,2021-03-01,伤病
P0394,球员394,T023,排球,自由人,49,2000-02-27,184,72,中国,2022-10-01,现役
P0395,球员395,T023,排球,主攻,38,1990-01-11,188,54,中国,2019-02-01,现役
P0396,球员396,T023,排球,副攻,94,1995-02-18,170,74,中国,2016-06-01,停赛
P0397,球员397,T023,排球,二传,84,2004-03-20,190,51,中国,2021-03-01,现役
P0398,球员398,T023,排球,副攻,53,1988-12-18,181,63,中国,2023-05-01,现役
P0399,球员399,T023,排球,主攻,51,1994-10-18,175,56,中国,2022-03-01,现役
P0400,球员400,T023,排球,主攻,38,1996-11-21,160,77,中国,2022-04-01,现役
P0401,球员401,T023,排球,接应,11,1985-08-28,173,60,中国,2016-05-01,伤病
P0402,球员402,T023,排球,主攻,83,2000-09-13,191,66,中国,2017-06-01,伤病
P0403,球员403,T023,排球,主攻,34,1996-08-15,171,78,中国,2019-04-01,现役
P0404,球员404,T023,排球,主攻,11,2003-11-12,163,59,中国,2023-07-01,停赛
P0405,球员405,T023,排球,二传,67,1992-07-18,195,53,中国,2022-10-01,现役
P0406,球员406,T023,排球,二传,92,2000-01-17,179,55,中国,2023-10-01,停赛
P0407,球员407,T023,排球,副攻,22,1989-04-26,167,78,中国,2018-03-01,现役
P0408,球员408,T023,排球,副攻,81,1998-03-27,165,77,中国,2019-06-01,现役
P0409,球员409,T024,排球,自由人,42,1997-05-17,195,75,中国,2022-01-01,停赛
P0410,球员410,T024,排球,主攻,54,2003-03-05,193,76,中国,2016-02-01,停赛
P0411,球员411,T024,排球,自由人,45,1988-07-09,210,68,中国,2021-11-01,伤病
P0412,球员412,T024,排球,主攻,23,2003-05-13,198,80,中国,2017-10-01,停赛
P0413,球员413,T024,排球,接应,89,1997-04-02,162,75,中国,2022-05-01,现役
P0414,球员414,T024,排球,接应,36,1985-08-28,181,69,中国,2016-04-01,现役
P0415,球员415,T024,排球,接应,35,1994-12-14,207,78,中国,2016-04-01,伤病
P0416,球员416,T024,排球,自由人,48,1991-01-17,186,81,中国,2017-02-01,现役
P0417,球员417,T024,排球,自由人,73,2001-01-06,185,58,中国,2018-04-01,现役
P0418,球员418,T024,排球,主攻,47,1992-12-07,162,79,中国,2019-06-01,伤病
P0419,球员419,T024,排球,主攻,88,2001-01-08,185,90,中国,2020-08-01,停赛
P0420,球员420,T024,排球,自由人,71,1999-06-12,171,80,中国,2017-05-01,现役
P0421,球员421,T025,乒乓球,单打,74,1985-04-28,177,53,中国,2018-11-01,现役
P0422,球员422,T025,乒乓球,团体,3,1991-11-01,173,76,中国,2022-03-01,现役
P0423,球员423,T025,乒乓球,单打,33,2004-10-26,190,50,中国,2019-12-01,现役
P0424,球员424,T025,乒乓球,双打,33,1998-04-15,177,72,中国,2019-11-01,停赛
P0425,球员425,T025,乒乓球,单打,1,2004-09-22,177,87,中国,2020-09-01,停赛
P0426,球员426,T025,乒乓球,团体,14,2004-08-03,174,69,中国,2020-05-01,现役
P0427,球员427,T025,乒乓球,单打,20,1993-09-25,173,69,中国,2018-01-01,停赛
P0428,球员428,T026,乒乓球,团体,4,1995-11-16,186,58,中国,2019-05-01,伤病
P0429,球员429,T026,乒乓球,团体,91,1997-10-27,177,52,中国,2018-06-01,现役
P0430,球员430,T026,乒乓球,团体,46,2002-09-10,185,80,中国,2017-11-01,停赛
P0431,球员431,T026,乒乓球,双打,17,1990-12-09,174,56,中国,2023-03-01,现役
P0432,球员432,T026,乒乓球,双打,29,2005-12-28,167,64,中国,2019-07-01,现役
P0433,球员433,T026,乒乓球,双打,60,1996-02-16,173,87,中国,2015-11-01,停赛
P0434,球员434,T026,乒乓球,双打,25,2003-09-04,184,54,中国,2021-09-01,现役
P0435,球员435,T026,乒乓球,单打,26,1998-06-14,166,59,中国,2022-03-01,现役
P0436,球员436,T027,乒乓球,双打,43,1990-11-06,189,55,中国,2020-11-01,现役
P0437,球员437,T027,乒乓球,单打,98,1985-03-19,179,67,中国,2017-08-01,现役
P0438,球员438,T027,乒乓球,团体,55,1989-07-14,184,77,中国,2022-07-01,现役
P0439,球员439,T027,乒乓球,团体,48,1986-01-11,182,62,中国,2023-04-01,现役
P0440,球员440,T027,乒乓球,单打,89,1985-06-10,185,65,中国,2017-02-01,伤病
P0441,球员441,T027,乒乓球,单打,9,2001-01-10,183,69,中国,2019-08-01,停赛
P0442,球员442,T027,乒乓球,双打,88,2004-03-11,181,71,中国,2022-06-01,现役
P0443,球员443,T027,乒乓球,单打,30,1990-04-24,190,75,中国,2017-04-01,现役
P0444,球员444,T027,乒乓球,单打,47,2003-12-21,181,60,中国,2015-07-01,现役
P0445,球员445,T027,乒乓球,团体,7,2002-11-04,184,53,中国,2015-01-01,现役
P0446,球员446,T028,乒乓球,团体,33,1999-08-23,177,57,中国,2017-04-01,现役
P0447,球员447,T028,乒乓球,团体,67,1994-05-20,178,56,中国,2017-07-01,现役
P0448,球员448,T028,乒乓球,单打,37,2001-02-26,188,89,中国,2016-08-01,现役
P0449,球员449,T028,乒乓球,团体,26,2004-06-23,171,66,中国,2021-05-01,现役
P0450,球员450,T028,乒乓球,单打,89,1986-08-11,182,81,中国,2018-01-01,现役
P0451,球员451,T028,乒乓球,团体,64,1987-03-03,168,86,中国,2023-02-01,现役
P0452,球员452,T028,乒乓球,双打,38,1993-05-15,185,64,中国,2015-02-01,现役
P0453,球员453,T028,乒乓球,团体,41,1986-07-24,174,73,中国,2016-02-01,现役
P0454,球员454,T029,乒乓球,双打,46,1989-08-20,186,60,中国,2019-12-01,现役
P0455,球员455,T029,乒乓球,单打,52,1996-07-15,175,61,中国,2019-07-01,伤病
P0456,球员456,T029,乒乓球,单打,17,1998-12-24,185,60,中国,2015-03-01,现役
P0457,球员457,T029,乒乓球,团体,87,1998-08-06,183,80,中国,2021-06-01,停赛
P0458,球员458,T029,乒乓球,双打,63,1985-02-14,186,58,中国,2022-01-01,现役
P0459,球员459,T030,乒乓球,团体,87,2005-09-25,175,50,中国,2018-11-01,现役
P0460,球员460,T030,乒乓球,单打,56,2001-11-24,181,89,中国,2018-08-01,现役
P0461,球员461,T030,乒乓球,团体,79,2005-01-01,177,59,中国,2017-09-01,伤病
P0462,球员462,T030,乒乓球,双打,42,2000-04-11,170,54,中国,2019-01-01,停赛
P0463,球员463,T030,乒乓球,双打,31,1992-02-15,182,74,中国,2022-10-01,伤病
P0464,球员464,T030,乒乓球,双打,16,1987-08-24,180,78,中国,2015-02-01,伤病
P0465,球员465,T030,乒乓球,团体,1,1998-02-26,166,85,中国,2019-09-01,停赛
P0466,球员466,T031,乒乓球,双打,47,2005-01-27,186,79,中国,2018-08-01,现役
P0467,球员467,T031,乒乓球,团体,61,2002-12-22,189,89,中国,2020-12-01,伤病
P0468,球员468,T031,乒乓球,单打,44,1988-06-27,168,64,中国,2019-09-01,停赛
P0469,球员469,T031,乒乓球,单打,22,1996-08-05,187,56,中国,2021-02-01,现役
P0470,球员470,T031,乒乓球,单打,51,2004-04-15,171,62,中国,2018-12-01,现役
P0471,球员471,T031,乒乓球,单打,82,1988-11-19,189,76,中国,2016-08-01,伤病
P0472,球员472,T032,乒乓球,双打,1,2003-09-24,181,58,中国,2015-09-01,伤病
P0473,球员473,T032,乒乓球,单打,89,2003-10-06,180,82,中国,2017-02-01,伤病
P0474,球员474,T032,乒乓球,团体,50,2004-07-20,184,70,中国,2018-05-01,伤病
P0475,球员475,T032,乒乓球,单打,18,1995-07-20,174,78,中国,2023-05-01,停赛
P0476,球员476,T032,乒乓球,团体,28,1995-04-07,187,85,中国,2019-11-01,现役
P0477,球员477,T032,乒乓球,团体,70,1989-12-21,187,61,中国,2020-12-01,现役
P0478,球员478,T032,乒乓球,团体,74,1996-11-23,182,80,中国,2021-11-01,停赛
P0479,球员479,T032,乒乓球,团体,14,1994-01-13,178,50,中国,2017-01-01,现役
P0480,球员480,T032,乒乓球,双打,88,1991-05-05,173,60,中国,2015-12-01,现役
P0481,球员481,T032,乒乓球,单打,46,1991-08-04,189,84,中国,2023-04-01,停赛
P0482,球员482,T033,羽毛球,混双,86,1992-01-13,181,68,中国,2021-07-01,现役
P0483,球员483,T033,羽毛球,混双,33,2002-04-20,166,50,中国,2022-04-01,现役
P0484,球员484,T033,羽毛球,单打,93,2003-04-10,182,88,中国,2022-03-01,现役
P0485,球员485,T033,羽毛球,单打,49,1990-01-14,170,82,中国,2019-09-01,现役
P0486,球员486,T033,羽毛球,双打,1,1989-06-15,170,87,中国,2017-01-01,现役
P0487,球员487,T033,羽毛球,混双,79,1995-11-10,184,53,中国,2022-10-01,停赛
P0488,球员488,T033,羽毛球,混双,29,1996-03-17,167,70,中国,2016-09-01,现役
P0489,球员489,T033,羽毛球,双打,12,1998-06-08,182,84,中国,2018-11-01,现役
P0490,球员490,T034,羽毛球,混双,68,1996-08-18,174,63,中国,2015-02-01,现役
P0491,球员491,T034,羽毛球,混双,32,1999-01-22,172,89,中国,2020-07-01,现役
P0492,球员492,T034,羽毛球,混双,37,1997-01-17,173,84,中国,2020-09-01,停赛
P0493,球员493,T034,羽毛球,双打,84,1999-04-11,180,52,中国,2023-02-01,现役
P0494,球员494,T034,羽毛球,混双,1,1990-11-03,189,84,中国,2018-11-01,现役
P0495,球员495,T034,羽毛球,混双,90,1998-12-25,168,63,中国,2021-11-01,现役
P0496,球员496,T034,羽毛球,混双,43,1989-01-03,165,79,中国,2016-01-01,现役
P0497,球员497,T035,羽毛球,单打,34,2002-07-13,167,86,中国,2022-11-01,伤病
P0498,球员498,T035,羽毛球,双打,87,1998-02-18,175,51,中国,2015-11-01,停赛
P0499,球员499,T035,羽毛球,单打,90,1987-02-12,189,87,中国,2023-02-01,现役
P0500,球员500,T035,羽毛球,双打,98,1994-08-13,184,55,中国,2021-11-01,现役
P0501,球员501,T035,羽毛球,单打,18,2000-12-13,170,84,中国,2023-05-01,现役
P0502,球员502,T035,羽毛球,单打,71,1994-09-05,186,73,中国,2016-01-01,现役
P0503,球员503,T035,羽毛球,混双,71,2003-02-10,184,75,中国,2018-12-01,现役
P0504,球员504,T036,羽毛球,单打,21,1998-03-08,185,82,中国,2019-04-01,现役
P0505,球员505,T036,羽毛球,单打,97,1990-09-15,186,86,中国,2023-02-01,现役
P0506,球员506,T036,羽毛球,单打,93,1987-10-16,173,56,中国,2020-06-01,现役
P0507,球员507,T036,羽毛球,双打,80,2005-02-07,172,56,中国,2020-08-01,伤病
P0508,球员508,T036,羽毛球,混双,75,1995-03-19,184,69,中国,2020-06-01,伤病
P0509,球员509,T036,羽毛球,单打,29,1990-12-24,165,70,中国,2021-05-01,现役
P0510,球员510,T037,羽毛球,双打,46,1995-05-16,180,79,中国,2023-02-01,现役
P0511,球员511,T037,羽毛球,双打,18,2005-09-07,184,55,中国,2019-12-01,现役
P0512,球员512,T037,羽毛球,混双,4,1987-10-19,165,82,中国,2021-10-01,现役
P0513,球员513,T037,羽毛球,混双,70,1986-08-21,182,66,中国,2017-06-01,伤病
P0514,球员514,T037,羽毛球,混双,38,1992-03-15,189,87,中国,2023-09-01,现役
P0515,球员515,T037,羽毛球,单打,85,1997-04-28,176,82,中国,2017-09-01,现役
P0516,球员516,T038,羽毛球,混双,85,1990-03-24,170,86,中国,2022-06-01,现役
P0517,球员517,T038,羽毛球,单打,9,1992-05-12,189,81,中国,2018-01-01,现役
P0518,球员518,T038,羽毛球,双打,61,2001-08-02,190,73,中国,2015-11-01,现役
P0519,球员519,T038,羽毛球,混双,36,1988-12-09,187,83,中国,2023-10-01,现役
P0520,球员520,T038,羽毛球,双打,76,1997-11-27,185,74,中国,2016-09-01,现役
P0521,球员521,T038,羽毛球,双打,46,1997-06-16,172,83,中国,2022-10-01,现役
P0522,球员522,T038,羽毛球,单打,30,2001-02-17,169,78,中国,2019-04-01,现役
P0523,球员523,T038,羽毛球,混双,92,1990-02-22,170,73,中国,2018-07-01,现役
P0524,球员524,T039,羽毛球,双打,27,1988-10-06,180,80,中国,2021-01-01,现役
P0525,球员525,T039,羽毛球,混双,21,1986-03-21,169,86,中国,2023-01-01,停赛
P0526,球员526,T039,羽毛球,双打,24,1989-09-13,166,60,中国,2015-12-01,现役
P0527,球员527,T039,羽毛球,混双,61,1987-08-06,171,78,中国,2018-07-01,停赛
P0528,球员528,T039,羽毛球,单打,80,1989-11-17,190,87,中国,2019-03-01,现役
P0529,球员529,T039,羽毛球,单打,30,1999-07-13,184,87,中国,2017-02-01,现役
P0530,球员530,T039,羽毛球,混双,54,1991-03-20,181,82,中国,2016-03-01,伤病
P0531,球员531,T039,羽毛球,混双,65,2004-02-03,184,52,中国,2022-11-01,现役
P0532,球员532,T039,羽毛球,混双,84,2004-07-17,182,50,中国,2021-06-01,现役
P0533,球员533,T039,羽毛球,双打,99,2001-07-12,178,64,中国,2016-07-01,现役
P0534,球员534,T040,羽毛球,单打,37,2000-10-18,189,64,中国,2021-05-01,现役
P0535,球员535,T040,羽毛球,混双,67,1985-02-17,187,50,中国,2015-07-01,现役
P0536,球员536,T040,羽毛球,单打,20,1995-07-21,178,73,中国,2019-05-01,停赛
P0537,球员537,T040,羽毛球,混双,36,1998-11-13,183,73,中国,2018-07-01,停赛
P0538,球员538,T040,羽毛球,双打,72,2002-09-16,180,61,中国,2019-05-01,停赛
P0539,球员539,T040,羽毛球,混双,18,1996-11-04,189,75,中国,2018-08-01,现役
P0540,球员540,T040,羽毛球,双打,44,1988-09-20,171,82,中国,2015-03-01,伤病
